resena_id,atributo,n_frases,s0,s1,s2,s3,s4,sentimiento,bodega,puntuacion
ChZDSUhNMG9nS0VJQ0FnSUQ4eDRYN1hnEAE,Visita y experiencia,1,0.001084,0.00113,0.016393,0.301766,0.679627,4.658,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4eF9feERnEAE,Vino y cata,1,0.004921,0.00367,0.027928,0.168286,0.795195,4.745,Bodegas Herederos De Argüeso,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4eWFqSVVREAE,Entorno y viñedo,1,0.001248,0.000927,0.004313,0.058472,0.935039,4.925,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4eWFqSVVREAE,Vino y cata,1,0.008776,0.01125,0.055752,0.287561,0.636661,4.532,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4ejg3UlhnEAE,Instalaciones,1,0.004457,0.00535,0.062811,0.397177,0.530205,4.443,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4ejg3UlhnEAE,Precio y valor,1,0.015323,0.022234,0.162292,0.387942,0.412208,4.159,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4ejg3UlhnEAE,Visita y experiencia,3,0.010747,0.016076,0.128621,0.390043,0.454512,4.261,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ4enZmQVpREAE,Vino y cata,1,0.026324,0.028946,0.084812,0.280978,0.57894,4.357,Bodegas Herederos De Argüeso,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5MjUza1VREAE,Vino y cata,1,0.001033,0.000935,0.007677,0.204058,0.786298,4.774,Bodegas Luis Pérez,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5MjUza1VREAE,Visita y experiencia,1,0.001033,0.000935,0.007677,0.204058,0.786298,4.774,Bodegas Luis Pérez,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5NktTb1JBEAE,Instalaciones,1,0.00272,0.00327,0.045534,0.347474,0.601002,4.541,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5NktTb1JBEAE,Personal y trato,1,0.00272,0.00327,0.045534,0.347474,0.601002,4.541,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5NktTb1JBEAE,Vino y cata,1,0.00272,0.00327,0.045534,0.347474,0.601002,4.541,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OVBuYkh3EAE,Instalaciones,1,0.004166,0.003493,0.027612,0.188264,0.776466,4.729,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OVBuYkh3EAE,Personal y trato,1,0.004166,0.003493,0.027612,0.188264,0.776466,4.729,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OVBuYkh3EAE,Visita y experiencia,1,0.004166,0.003493,0.027612,0.188264,0.776466,4.729,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OXVtNlVREAE,Instalaciones,3,0.283612,0.287476,0.162525,0.10116,0.165227,2.577,Bodegas González Byass – Tío Pepe,2.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OXVtNlVREAE,Personal y trato,1,0.262961,0.331831,0.264363,0.090484,0.05036,2.333,Bodegas González Byass – Tío Pepe,2.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OXVtNlVREAE,Vino y cata,6,0.268182,0.301272,0.221195,0.099498,0.109853,2.482,Bodegas González Byass – Tío Pepe,2.0
ChZDSUhNMG9nS0VJQ0FnSUQ5OXVtNlVREAE,Visita y experiencia,5,0.37638,0.386416,0.1893,0.032366,0.015539,1.924,Bodegas González Byass – Tío Pepe,2.0
ChZDSUhNMG9nS0VJQ0FnSUQ5aXJTVWVnEAE,Instalaciones,1,0.120906,0.273609,0.367711,0.168256,0.069518,2.792,Bodegas Barón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5aXJTVWVnEAE,Personal y trato,1,0.00231,0.002031,0.009665,0.149662,0.836333,4.816,Bodegas Barón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5aXJTVWVnEAE,Vino y cata,2,0.104854,0.085375,0.097241,0.225386,0.487144,3.905,Bodegas Barón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5aXJTVWVnEAE,Visita y experiencia,1,0.00231,0.002031,0.009665,0.149662,0.836333,4.816,Bodegas Barón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5cF9USWJ3EAE,Instalaciones,2,0.024788,0.0559,0.162415,0.286421,0.470476,4.122,Bodegas Osborne,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5cF9USWJ3EAE,Visita y experiencia,1,0.003337,0.003853,0.026768,0.213071,0.752971,4.708,Bodegas Osborne,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5dV9lSWNREAE,Instalaciones,1,0.004004,0.003396,0.015403,0.2083,0.768898,4.735,Bodegas Emilio Hidalgo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5dV9lSWNREAE,Vino y cata,1,0.004211,0.006806,0.027761,0.370492,0.59073,4.537,Bodegas Emilio Hidalgo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5dWJQb1hREAE,Instalaciones,2,0.003899,0.006819,0.067821,0.445432,0.476029,4.383,Bodegas Barbadillo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5dWJQb1hREAE,Vino y cata,2,0.003899,0.006819,0.067821,0.445432,0.476029,4.383,Bodegas Barbadillo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5dWJQb1hREAE,Visita y experiencia,1,0.030927,0.033373,0.201392,0.412561,0.321747,3.961,Bodegas Barbadillo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQ5eF9LZllnEAE,Vino y cata,1,0.004129,0.003288,0.017147,0.199105,0.776331,4.74,Bodegas Cortijo De Jara,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtLS1XU1JREAE,Personal y trato,1,0.003163,0.003576,0.048734,0.402326,0.542201,4.477,Bodegas González Byass – Tío Pepe,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtLS1XU1JREAE,Vino y cata,1,0.018783,0.082231,0.38742,0.442778,0.068788,3.461,Bodegas González Byass – Tío Pepe,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtLS1XU1JREAE,Visita y experiencia,2,0.010973,0.042904,0.218077,0.422552,0.305494,3.969,Bodegas González Byass – Tío Pepe,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtM1kzWU53EAE,Instalaciones,1,0.055275,0.057625,0.196012,0.349297,0.341791,3.865,Bodegas Caydsa,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtM1kzWU53EAE,Vino y cata,1,0.055275,0.057625,0.196012,0.349297,0.341791,3.865,Bodegas Caydsa,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtM2JlRk1REAE,Instalaciones,1,0.016942,0.014947,0.040801,0.182027,0.745283,4.624,Bodegas Álvaro Domecq,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtM2JlRk1REAE,Personal y trato,1,0.016942,0.014947,0.040801,0.182027,0.745283,4.624,Bodegas Álvaro Domecq,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtM2JlRk1REAE,Visita y experiencia,1,0.016942,0.014947,0.040801,0.182027,0.745283,4.624,Bodegas Álvaro Domecq,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtM2VYV09nEAE,Instalaciones,2,0.006511,0.008463,0.031425,0.182276,0.771326,4.703,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtM2VYV09nEAE,Personal y trato,1,0.00312,0.007088,0.177281,0.558687,0.253823,4.053,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtM2VYV09nEAE,Visita y experiencia,1,0.005376,0.006871,0.075991,0.429099,0.482662,4.377,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNEpialNREAE,Instalaciones,2,0.001548,0.002366,0.035119,0.353007,0.607961,4.563,Bodegas Dios Baco,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNEpialNREAE,Personal y trato,1,0.001264,0.001801,0.025335,0.250426,0.721173,4.688,Bodegas Dios Baco,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNEpialNREAE,Precio y valor,1,0.001831,0.002931,0.044904,0.455587,0.494748,4.438,Bodegas Dios Baco,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNEpialNREAE,Vino y cata,1,0.001831,0.002931,0.044904,0.455587,0.494748,4.438,Bodegas Dios Baco,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNEpialNREAE,Visita y experiencia,2,0.002325,0.002279,0.024993,0.27832,0.692083,4.656,Bodegas Dios Baco,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNTlqRERREAE,Precio y valor,1,0.104851,0.363286,0.435904,0.077639,0.01832,2.541,Bodegas Osborne,3.0
ChZDSUhNMG9nS0VJQ0FnSUQtNllPYmVBEAE,Instalaciones,1,0.001383,0.000949,0.006658,0.070749,0.920262,4.908,Bodegas Miguel Domecq – Entrechuelos,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNllPYmVBEAE,Personal y trato,1,0.001383,0.000949,0.006658,0.070749,0.920262,4.908,Bodegas Miguel Domecq – Entrechuelos,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtNllPYmVBEAE,Vino y cata,1,0.001383,0.000949,0.006658,0.070749,0.920262,4.908,Bodegas Miguel Domecq – Entrechuelos,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtOExPUGV3EAE,Personal y trato,1,0.004492,0.00682,0.070555,0.383019,0.535115,4.437,Bodegas Manuel Aragón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtOExPUGV3EAE,Vino y cata,2,0.006555,0.008048,0.049777,0.284177,0.651444,4.566,Bodegas Manuel Aragón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtOExPUGV3EAE,Visita y experiencia,2,0.004984,0.006593,0.057412,0.333388,0.597622,4.512,Bodegas Manuel Aragón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtOVlfLWJBEAE,Instalaciones,1,0.001453,0.001077,0.004418,0.062727,0.930325,4.919,Bodegas Tradición,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtX0tETU5BEAE,Visita y experiencia,1,0.00559,0.004727,0.030938,0.21439,0.744356,4.687,Bodegas Barbadillo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtXzZtZVhREAE,Vino y cata,1,0.009819,0.02293,0.18671,0.502379,0.278162,4.016,Bodegas Gutiérrez Colosía,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtXzZtZVhREAE,Visita y experiencia,1,0.009819,0.02293,0.18671,0.502379,0.278162,4.016,Bodegas Gutiérrez Colosía,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtaVp6TWJ3EAE,Instalaciones,1,0.002093,0.001509,0.010552,0.113617,0.872229,4.852,Bodegas Osborne,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtaWZxUmR3EAE,Instalaciones,1,0.001521,0.002629,0.039866,0.492039,0.463946,4.414,Bodegas Osborne,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtaWZxUmR3EAE,Personal y trato,1,0.001521,0.002629,0.039866,0.492039,0.463946,4.414,Bodegas Osborne,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtaXI2cVNnEAE,Personal y trato,2,0.010703,0.008608,0.039113,0.253565,0.68801,4.6,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtaXI2cVNnEAE,Visita y experiencia,1,0.00239,0.002234,0.027059,0.245723,0.722594,4.684,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtbGYyOEVBEAE,Personal y trato,1,0.001752,0.001559,0.011033,0.122472,0.863183,4.844,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtbGYyOEVBEAE,Vino y cata,1,0.001752,0.001559,0.011033,0.122472,0.863183,4.844,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtbk4tR093EAE,Organización y reserva,1,0.55732,0.208111,0.094598,0.053761,0.086211,1.903,Bodegas Gutiérrez Colosía,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtbk4tR093EAE,Precio y valor,1,0.55732,0.208111,0.094598,0.053761,0.086211,1.903,Bodegas Gutiérrez Colosía,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtbk4tR093EAE,Vino y cata,2,0.27982,0.105104,0.053638,0.116421,0.445017,3.342,Bodegas Gutiérrez Colosía,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtc0tfc1ZnEAE,Instalaciones,1,0.005367,0.066619,0.643395,0.271796,0.012823,3.22,Bodegas González Byass – Tío Pepe,3.0
ChZDSUhNMG9nS0VJQ0FnSUQtc0tfc1ZnEAE,Personal y trato,1,0.005367,0.066619,0.643395,0.271796,0.012823,3.22,Bodegas González Byass – Tío Pepe,3.0
ChZDSUhNMG9nS0VJQ0FnSUQtc0tfc1ZnEAE,Vino y cata,1,0.005367,0.066619,0.643395,0.271796,0.012823,3.22,Bodegas González Byass – Tío Pepe,3.0
ChZDSUhNMG9nS0VJQ0FnSUQtcF9ERkVREAE,Instalaciones,1,0.004954,0.006557,0.046309,0.338197,0.603983,4.53,Bodegas Lustau,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtcF9ERkVREAE,Vino y cata,1,0.004954,0.006557,0.046309,0.338197,0.603983,4.53,Bodegas Lustau,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtcWZ2N05BEAE,Personal y trato,1,0.240632,0.148249,0.189404,0.183672,0.238042,3.03,Bodegas Yuste,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtcWZ2N05BEAE,Vino y cata,1,0.240632,0.148249,0.189404,0.183672,0.238042,3.03,Bodegas Yuste,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtckl1dFpnEAE,Personal y trato,1,0.002437,0.003063,0.036795,0.359058,0.598647,4.548,Bodegas Barbadillo,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtd2FuX1FREAE,Visita y experiencia,1,0.00168,0.002144,0.027552,0.304857,0.663767,4.627,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtdGJ5all3EAE,Instalaciones,1,0.002597,0.002397,0.013643,0.139256,0.842106,4.816,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtdGJ5all3EAE,Personal y trato,1,0.00247,0.001386,0.008334,0.081489,0.906322,4.888,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtdGJ5all3EAE,Vino y cata,1,0.002597,0.002397,0.013643,0.139256,0.842106,4.816,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtdGJ5all3EAE,Visita y experiencia,2,0.002533,0.001892,0.010988,0.110373,0.874214,4.852,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtdUxEalVREAE,Personal y trato,1,0.003355,0.004669,0.058449,0.395306,0.538221,4.46,Bodegas Osborne,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtdjhpRUpREAE,Vino y cata,2,0.137152,0.117899,0.197736,0.230768,0.316444,3.471,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQteGFlS09BEAE,Instalaciones,1,0.002243,0.002122,0.02319,0.313451,0.658993,4.625,Bodegas Delgado Zuleta,4.0
ChZDSUhNMG9nS0VJQ0FnSUQteGFlS09BEAE,Visita y experiencia,1,0.002243,0.002122,0.02319,0.313451,0.658993,4.625,Bodegas Delgado Zuleta,4.0
ChZDSUhNMG9nS0VJQ0FnSUQtemZ6RWRBEAE,Instalaciones,1,0.000975,0.000873,0.004789,0.086951,0.906412,4.897,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtemZ6RWRBEAE,Personal y trato,1,0.00207,0.002073,0.015262,0.169848,0.810746,4.785,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtemZ6RWRBEAE,Vino y cata,2,0.001522,0.001473,0.010025,0.1284,0.858579,4.841,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQtemZ6RWRBEAE,Visita y experiencia,1,0.00207,0.002073,0.015262,0.169848,0.810746,4.785,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwM3B6M2RnEAE,Instalaciones,3,0.074804,0.037454,0.043749,0.207555,0.636437,4.293,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwM3B6M2RnEAE,Vino y cata,2,0.111091,0.055169,0.059092,0.234009,0.540638,4.038,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwM3B6M2RnEAE,Visita y experiencia,1,0.00223,0.002024,0.013065,0.154646,0.828035,4.804,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwMlB2NktBEAE,Vino y cata,1,0.002261,0.002083,0.011538,0.228227,0.755891,4.733,Bodegas Real Tesoro & Valdespino,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwMlB2NktBEAE,Visita y experiencia,1,0.002261,0.002083,0.011538,0.228227,0.755891,4.733,Bodegas Real Tesoro & Valdespino,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwMlllRERBEAE,Visita y experiencia,1,0.001947,0.002286,0.015484,0.335746,0.644538,4.619,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwMlpyVmJBEAE,Vino y cata,1,0.00443,0.004159,0.02067,0.188321,0.78242,4.74,Bodegas Halcón,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwNElfTFh3EAE,Vino y cata,1,0.006348,0.010077,0.059095,0.383384,0.541095,4.443,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwNElfTFh3EAE,Visita y experiencia,1,0.006348,0.010077,0.059095,0.383384,0.541095,4.443,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwNElqU1lBEAE,Instalaciones,1,0.010849,0.05771,0.488238,0.389896,0.053307,3.417,"Bodega, Viña Y Casa Rural Santa Petronila",4.0
ChZDSUhNMG9nS0VJQ0FnSUQwNGE2NlZnEAE,Instalaciones,1,0.003686,0.005604,0.073284,0.453162,0.464264,4.369,Bodegas Real Tesoro & Valdespino,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwNHBlUFRREAE,Entorno y viñedo,1,0.049851,0.031275,0.105383,0.293618,0.519873,4.202,Bodegas Real Tesoro & Valdespino,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwNU5HNkFnEAE,Instalaciones,1,0.024081,0.026363,0.136306,0.396344,0.416906,4.156,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwNU5HNkFnEAE,Visita y experiencia,1,0.024081,0.026363,0.136306,0.396344,0.416906,4.156,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwNnRfeGNBEAE,Instalaciones,1,0.044428,0.052722,0.207589,0.342008,0.353252,3.907,Bodegas Osborne,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwOFpPemJ3EAE,Personal y trato,1,0.096635,0.454011,0.407864,0.038775,0.002715,2.397,Bodegas Fundador,3.0
ChZDSUhNMG9nS0VJQ0FnSUQwOWJURkpBEAE,Instalaciones,2,0.098845,0.217872,0.15496,0.126127,0.402196,3.515,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwOWJURkpBEAE,Personal y trato,1,0.00108,0.000769,0.003671,0.06497,0.92951,4.921,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwOWJURkpBEAE,Visita y experiencia,1,0.001821,0.001582,0.013832,0.192159,0.790606,4.768,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwZ0lpTk93EAE,Instalaciones,1,0.019113,0.009513,0.016587,0.088724,0.866064,4.773,Bodegas Fundador,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwZ0lpTk93EAE,Vino y cata,1,0.010619,0.032277,0.259804,0.401507,0.295793,3.94,Bodegas Fundador,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwamRmOUlREAE,Personal y trato,1,0.06459,0.075293,0.179005,0.293867,0.387246,3.864,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwb0tfN1BnEAE,Visita y experiencia,1,0.002634,0.00236,0.025746,0.331087,0.638173,4.6,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwbGZQbFVREAE,Instalaciones,1,0.025015,0.153601,0.475244,0.298524,0.047617,3.19,Bodegas Lustau,3.0
ChZDSUhNMG9nS0VJQ0FnSUQwbzlhNlVBEAE,Visita y experiencia,1,0.008031,0.007619,0.039337,0.234663,0.71035,4.632,Bodegas Williams & Humbert Sau,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc01xR0lREAE,Personal y trato,1,0.002663,0.002597,0.020928,0.247038,0.726774,4.693,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc01xR0lREAE,Vino y cata,1,0.002663,0.002597,0.020928,0.247038,0.726774,4.693,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc05UbVhnEAE,Instalaciones,1,0.003749,0.002756,0.016561,0.144259,0.832675,4.799,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc0pIYUR3EAE,Vino y cata,1,0.123434,0.085497,0.157522,0.235201,0.398347,3.7,Bodegas Páez Morilla,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc0wtVU5REAE,Instalaciones,1,0.102953,0.073255,0.126017,0.228845,0.46893,3.888,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc0wtVU5REAE,Organización y reserva,1,0.102333,0.134132,0.244901,0.310285,0.20835,3.388,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc0wtVU5REAE,Vino y cata,1,0.102333,0.134132,0.244901,0.310285,0.20835,3.388,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwc0wtVU5REAE,Visita y experiencia,1,0.102333,0.134132,0.244901,0.310285,0.20835,3.388,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwcEpmT1pnEAE,Instalaciones,1,0.004118,0.003792,0.023519,0.194984,0.773587,4.73,Bodegas Osborne,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwcEpmT1pnEAE,Vino y cata,1,0.005764,0.007011,0.093816,0.478768,0.414641,4.29,Bodegas Osborne,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwcEpmT1pnEAE,Visita y experiencia,1,0.005878,0.00659,0.058974,0.40633,0.522229,4.432,Bodegas Osborne,4.0
ChZDSUhNMG9nS0VJQ0FnSUQwcExleFlREAE,Vino y cata,1,0.004902,0.005989,0.089433,0.467363,0.432312,4.316,Bodegas Real Tesoro & Valdespino,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwclpPTFlREAE,Vino y cata,2,0.00447,0.00879,0.125612,0.464188,0.396939,4.24,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwclpPTFlREAE,Visita y experiencia,3,0.004047,0.006892,0.093522,0.389413,0.506125,4.387,Bodegas Delgado Zuleta,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwd09uTWR3EAE,Vino y cata,1,0.003387,0.005047,0.070822,0.451378,0.469365,4.378,Bodegas Tradición,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwd09uTWR3EAE,Visita y experiencia,1,0.005852,0.005614,0.039299,0.352236,0.596999,4.529,Bodegas Tradición,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwdVpHZVRREAE,Instalaciones,1,0.028823,0.015743,0.036009,0.133144,0.786281,4.632,Bodegas Williams & Humbert Sau,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwdVpHZVRREAE,Vino y cata,2,0.023841,0.020151,0.068492,0.257907,0.629609,4.449,Bodegas Williams & Humbert Sau,5.0
ChZDSUhNMG9nS0VJQ0FnSUQwdVpHZVRREAE,Visita y experiencia,1,0.095285,0.081234,0.168572,0.29004,0.364869,3.748,Bodegas Williams & Humbert Sau,5.0
ChZDSUhNMG9nS0VJQ0FnSUQxdmJMNFdBEAE,Personal y trato,1,0.004373,0.00358,0.019406,0.150088,0.822552,4.783,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQxdmJMNFdBEAE,Vino y cata,1,0.004373,0.00358,0.019406,0.150088,0.822552,4.783,Bodegas González Byass – Tío Pepe,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyLS1LSGRnEAE,Entorno y viñedo,1,0.007846,0.009806,0.0572,0.271939,0.653208,4.553,Bodegas Forlong,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyLS1LSGRnEAE,Personal y trato,1,0.005454,0.007504,0.096612,0.439263,0.451167,4.323,Bodegas Forlong,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyLS1LSGRnEAE,Visita y experiencia,1,0.007079,0.00664,0.04673,0.275643,0.663908,4.583,Bodegas Forlong,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyM0xPbUlnEAE,Instalaciones,2,0.279993,0.358031,0.298008,0.048535,0.015432,2.161,Bodegas Tradición,1.0
ChZDSUhNMG9nS0VJQ0FnSUQyM0xPbUlnEAE,Precio y valor,2,0.139803,0.282127,0.366162,0.11912,0.092788,2.743,Bodegas Tradición,1.0
ChZDSUhNMG9nS0VJQ0FnSUQyM0xPbUlnEAE,Vino y cata,5,0.169796,0.257936,0.248878,0.184596,0.138795,2.865,Bodegas Tradición,1.0
ChZDSUhNMG9nS0VJQ0FnSUQyM0xPbUlnEAE,Visita y experiencia,3,0.312409,0.40361,0.238338,0.034799,0.010843,2.028,Bodegas Tradición,1.0
ChZDSUhNMG9nS0VJQ0FnSUQyMzlyNFBREAE,Organización y reserva,1,0.071352,0.158297,0.312901,0.325742,0.131707,3.288,Cooperativa De Viticultores Chiclaneros,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyMzlyNFBREAE,Vino y cata,1,0.057205,0.107448,0.341582,0.33535,0.158415,3.43,Cooperativa De Viticultores Chiclaneros,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyMzlyNFBREAE,Visita y experiencia,1,0.007802,0.00609,0.041351,0.264551,0.680207,4.603,Cooperativa De Viticultores Chiclaneros,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyN2FLemNBEAE,Instalaciones,1,0.005328,0.003991,0.021401,0.159201,0.810078,4.765,Bodegas Fundador,5.0
ChZDSUhNMG9nS0VJQ0FnSUQyN2FLemNBEAE,Personal y trato,1,0.002467,0.002273,0.021301,0.286787,0.687171,4.654,Bodegas Fundador,5.0
