resena_id,atributo,n_frases,s0,s1,s2,s3,s4,sentimiento,bodega,puntuacion
ChZDSUhNMG9nS0VQbV8xb0hXeTlhMURBEAE,Personal y trato,1,0.004441,0.007416,0.089938,0.502621,0.395584,4.277,Bodega Gago & Co. Barrels – Wines,5.0
ChZDSUhNMG9nS0VQclpuWXVXcV9YclFBEAE,Instalaciones,1,0.005973,0.00489,0.028148,0.175372,0.785616,4.73,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VQclpuWXVXcV9YclFBEAE,Personal y trato,1,0.002008,0.002686,0.058741,0.456155,0.48041,4.41,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VQclpuWXVXcV9YclFBEAE,Vino y cata,1,0.002008,0.002686,0.058741,0.456155,0.48041,4.41,Bodegas Hidalgo – La Gitana,5.0
ChZDSUhNMG9nS0VQclpuWXVXcV9YclFBEAE,Visita y experiencia,3,0.104398,0.057613,0.134444,0.332801,0.370744,3.808,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM0Z0x5S293RRAB,Vino y cata,1,0.008968,0.155096,0.74063,0.091228,0.004078,2.926,Bodegas Osborne,3.0
ChdDSUhNMG9nS0VJQ0FnSUM0Z0x5S293RRAB,Visita y experiencia,1,0.008968,0.155096,0.74063,0.091228,0.004078,2.926,Bodegas Osborne,3.0
ChdDSUhNMG9nS0VJQ0FnSUM0aWNhaDZRRRAB,Instalaciones,2,0.035432,0.110471,0.262674,0.224266,0.367156,3.777,Bodegas Cortijo De Jara,4.0
ChdDSUhNMG9nS0VJQ0FnSUM0aWNhaDZRRRAB,Vino y cata,3,0.160673,0.11682,0.094591,0.193239,0.434677,3.624,Bodegas Cortijo De Jara,4.0
ChdDSUhNMG9nS0VJQ0FnSUM0eGZING9BRRAB,Personal y trato,1,0.00358,0.003281,0.030705,0.338089,0.624346,4.576,Bodegas González Byass – Tío Pepe,4.0
ChdDSUhNMG9nS0VJQ0FnSUM0eGZING9BRRAB,Visita y experiencia,2,0.003871,0.004819,0.049909,0.376238,0.565163,4.494,Bodegas González Byass – Tío Pepe,4.0
ChdDSUhNMG9nS0VJQ0FnSUM0eWFTVnlBRRAB,Vino y cata,1,0.027129,0.025049,0.112178,0.306705,0.528938,4.285,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NTdxVDhRRRAB,Instalaciones,1,0.001665,0.00151,0.011455,0.168041,0.817328,4.798,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NTdxVDhRRRAB,Personal y trato,1,0.001665,0.00151,0.011455,0.168041,0.817328,4.798,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NTdxVDhRRRAB,Vino y cata,1,0.001665,0.00151,0.011455,0.168041,0.817328,4.798,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NU5XYWhnRRAB,Visita y experiencia,1,0.002754,0.002718,0.015151,0.247258,0.732119,4.703,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NnBheXF3RRAB,Personal y trato,1,0.002349,0.002673,0.032204,0.33241,0.630363,4.586,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NnBheXF3RRAB,Vino y cata,1,0.003354,0.00385,0.040825,0.355825,0.596147,4.538,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1NnBheXF3RRAB,Visita y experiencia,1,0.003628,0.002836,0.02615,0.216818,0.750567,4.708,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1OTYyUGpBRRAB,Visita y experiencia,1,0.002243,0.003612,0.105872,0.564655,0.323618,4.204,Bodegas González Byass – Tío Pepe,4.0
ChdDSUhNMG9nS0VJQ0FnSUM1aWFXLWhnRRAB,Instalaciones,1,0.426003,0.399083,0.137322,0.023603,0.01399,1.8,Bodegas Hidalgo – La Gitana,1.0
ChdDSUhNMG9nS0VJQ0FnSUM1b1l1bDlnRRAB,Instalaciones,1,0.003785,0.004191,0.026905,0.196709,0.76841,4.722,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1b1l1bDlnRRAB,Visita y experiencia,1,0.003785,0.004191,0.026905,0.196709,0.76841,4.722,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1b2YtSHB3RRAB,Instalaciones,2,0.067228,0.163009,0.205043,0.277433,0.287288,3.555,Bodegas Williams & Humbert Sau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1b2YtSHB3RRAB,Personal y trato,1,0.006049,0.005939,0.041018,0.277531,0.669464,4.598,Bodegas Williams & Humbert Sau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1b2YtSHB3RRAB,Vino y cata,3,0.061962,0.12153,0.157318,0.25339,0.4058,3.82,Bodegas Williams & Humbert Sau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1b2YtSHB3RRAB,Visita y experiencia,2,0.002706,0.003046,0.032054,0.288423,0.673771,4.628,Bodegas Williams & Humbert Sau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1bE5LS3JBRRAB,Personal y trato,1,0.005848,0.005133,0.033592,0.210577,0.74485,4.683,Bodegas Fundador,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1bE5LS3JBRRAB,Visita y experiencia,1,0.004075,0.003434,0.029792,0.236789,0.725909,4.677,Bodegas Fundador,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1bVpfbjV3RRAB,Instalaciones,1,0.001728,0.001621,0.007628,0.138351,0.850672,4.835,Bodegas Lustau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1bVpfbjV3RRAB,Vino y cata,1,0.001728,0.001621,0.007628,0.138351,0.850672,4.835,Bodegas Lustau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1bVpfbjV3RRAB,Visita y experiencia,2,0.001768,0.002263,0.024927,0.300041,0.671001,4.636,Bodegas Lustau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1c29MR3pRRRAB,Instalaciones,1,0.002561,0.0031,0.026669,0.273485,0.694185,4.654,Viña La Torre,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1c29MR3pRRRAB,Vino y cata,2,0.001764,0.001871,0.014504,0.152611,0.829249,4.806,Viña La Torre,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1c29MR3pRRRAB,Visita y experiencia,2,0.002407,0.00235,0.013363,0.136193,0.845687,4.82,Viña La Torre,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1dk95VGtnRRAB,Instalaciones,2,0.001863,0.002252,0.032299,0.358975,0.604612,4.562,Bodegas Fundador,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1dk95VGtnRRAB,Vino y cata,1,0.000952,0.00209,0.048845,0.540835,0.407278,4.351,Bodegas Fundador,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1dk95VGtnRRAB,Visita y experiencia,2,0.001863,0.002252,0.032299,0.358975,0.604612,4.562,Bodegas Fundador,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1ekxDdjlnRRAB,Personal y trato,1,0.001427,0.001344,0.016636,0.230625,0.749968,4.726,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM1ekxDdjlnRRAB,Visita y experiencia,1,0.001427,0.001344,0.016636,0.230625,0.749968,4.726,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2LWJEeXp3RRAB,Instalaciones,1,0.004698,0.004513,0.021161,0.180237,0.789391,4.745,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2LWJEeXp3RRAB,Vino y cata,3,0.012604,0.015148,0.065886,0.225365,0.680997,4.547,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2LWJEeXp3RRAB,Visita y experiencia,3,0.012604,0.015148,0.065886,0.225365,0.680997,4.547,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2LWQ2aW13RRAB,Personal y trato,1,0.00401,0.003407,0.015882,0.105495,0.871205,4.836,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2LWQ2aW13RRAB,Visita y experiencia,1,0.003931,0.002884,0.015074,0.096321,0.88179,4.849,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2ME1mZ3ZnRRAB,Instalaciones,1,0.043526,0.157368,0.360893,0.272235,0.165978,3.36,Bodegas Miguel Domecq – Entrechuelos,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2ME1mZ3ZnRRAB,Vino y cata,3,0.094641,0.108646,0.112084,0.183542,0.501086,3.888,Bodegas Miguel Domecq – Entrechuelos,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2ME1mZ3ZnRRAB,Visita y experiencia,1,0.008432,0.007593,0.045172,0.224325,0.714479,4.629,Bodegas Miguel Domecq – Entrechuelos,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MExYeGpnRRAB,Instalaciones,3,0.31305,0.198936,0.10475,0.155931,0.227333,2.786,Bodegas González Byass – Tío Pepe,1.0
ChdDSUhNMG9nS0VJQ0FnSUM2MExYeGpnRRAB,Precio y valor,1,0.306491,0.33663,0.254299,0.068621,0.033958,2.187,Bodegas González Byass – Tío Pepe,1.0
ChdDSUhNMG9nS0VJQ0FnSUM2MExYeGpnRRAB,Vino y cata,3,0.287953,0.165748,0.139741,0.171291,0.235267,2.9,Bodegas González Byass – Tío Pepe,1.0
ChdDSUhNMG9nS0VJQ0FnSUM2MExYeGpnRRAB,Visita y experiencia,1,0.554414,0.157425,0.117712,0.081027,0.089423,1.994,Bodegas González Byass – Tío Pepe,1.0
ChdDSUhNMG9nS0VJQ0FnSUM2MGIzdi1RRRAB,Visita y experiencia,1,0.003409,0.004366,0.080423,0.463198,0.448605,4.349,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MV8tUDdBRRAB,Vino y cata,1,0.002053,0.002119,0.029124,0.328526,0.638178,4.599,Bodegas Lustau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MV8tUDdBRRAB,Visita y experiencia,1,0.002053,0.002119,0.029124,0.328526,0.638178,4.599,Bodegas Lustau,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MXFDUndRRRAB,Instalaciones,2,0.004631,0.005767,0.048573,0.286955,0.654074,4.58,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MXFDUndRRRAB,Personal y trato,1,0.003671,0.002418,0.009308,0.095427,0.889176,4.864,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MXFDUndRRRAB,Vino y cata,2,0.005362,0.006011,0.053926,0.319434,0.615267,4.533,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MXFDUndRRRAB,Visita y experiencia,2,0.004323,0.004416,0.041916,0.258224,0.691121,4.627,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2Mm9UTzZnRRAB,Instalaciones,4,0.018402,0.019579,0.09477,0.330937,0.536312,4.347,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2Mm9UTzZnRRAB,Personal y trato,1,0.025169,0.019515,0.057333,0.242143,0.65584,4.484,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2Mm9UTzZnRRAB,Vino y cata,4,0.082211,0.064803,0.095305,0.206683,0.550998,4.079,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2Mm9UTzZnRRAB,Visita y experiencia,3,0.022363,0.024576,0.109053,0.356445,0.487562,4.262,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MmRfSnJ3RRAB,Instalaciones,1,0.002457,0.001784,0.012779,0.162511,0.820468,4.797,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MmRfSnJ3RRAB,Visita y experiencia,1,0.002457,0.001784,0.012779,0.162511,0.820468,4.797,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2MmVETDhnRRAB,Instalaciones,2,0.072405,0.311621,0.531807,0.075544,0.008624,2.636,Bodegas González Byass – Tío Pepe,2.0
ChdDSUhNMG9nS0VJQ0FnSUM2MmVETDhnRRAB,Vino y cata,2,0.342855,0.358806,0.251585,0.038759,0.007995,2.01,Bodegas González Byass – Tío Pepe,2.0
ChdDSUhNMG9nS0VJQ0FnSUM2MmVETDhnRRAB,Visita y experiencia,1,0.034269,0.225006,0.651101,0.08401,0.005613,2.802,Bodegas González Byass – Tío Pepe,2.0
ChdDSUhNMG9nS0VJQ0FnSUM2N0l2Qm5RRRAB,Instalaciones,1,0.010085,0.078432,0.643674,0.246966,0.020843,3.19,Bodegas Osborne,3.0
ChdDSUhNMG9nS0VJQ0FnSUM2N0l2Qm5RRRAB,Precio y valor,1,0.010085,0.078432,0.643674,0.246966,0.020843,3.19,Bodegas Osborne,3.0
ChdDSUhNMG9nS0VJQ0FnSUM2N0l2Qm5RRRAB,Vino y cata,1,0.010085,0.078432,0.643674,0.246966,0.020843,3.19,Bodegas Osborne,3.0
ChdDSUhNMG9nS0VJQ0FnSUM2N3VMVjZnRRAB,Instalaciones,1,0.004011,0.002692,0.021203,0.224209,0.747885,4.709,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2N3VMVjZnRRAB,Vino y cata,1,0.00411,0.004661,0.028241,0.24187,0.721117,4.671,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2N3VMVjZnRRAB,Visita y experiencia,2,0.004061,0.003676,0.024722,0.233039,0.734501,4.69,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2NVkyN3l3RRAB,Entorno y viñedo,1,0.167523,0.352416,0.26535,0.136742,0.077969,2.605,Bodegas Luis Pérez,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2NVkyN3l3RRAB,Instalaciones,1,0.167523,0.352416,0.26535,0.136742,0.077969,2.605,Bodegas Luis Pérez,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2NVkyN3l3RRAB,Vino y cata,1,0.016052,0.025261,0.133129,0.461972,0.363586,4.132,Bodegas Luis Pérez,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2NVkyN3l3RRAB,Visita y experiencia,2,0.007291,0.0071,0.049772,0.246988,0.688849,4.603,Bodegas Luis Pérez,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2OE9XMnZnRRAB,Vino y cata,1,0.002487,0.002463,0.021837,0.312598,0.660615,4.626,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2OE9XMnZnRRAB,Visita y experiencia,1,0.002487,0.002463,0.021837,0.312598,0.660615,4.626,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2OU5PVzFnRRAB,Visita y experiencia,1,0.005087,0.003611,0.018375,0.13092,0.842008,4.801,Bodegas González Byass – Tío Pepe,4.0
ChdDSUhNMG9nS0VJQ0FnSUM2X05mc3J3RRAB,Entorno y viñedo,1,0.000616,0.000519,0.003906,0.082183,0.912775,4.906,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2X05mc3J3RRAB,Instalaciones,1,0.004068,0.005674,0.047705,0.337355,0.605198,4.534,Bodegas Herederos De Argüeso,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2X3FEZzFRRRAB,Precio y valor,1,0.00524,0.014123,0.252248,0.546179,0.18221,3.886,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2X3FEZzFRRRAB,Visita y experiencia,1,0.00524,0.014123,0.252248,0.546179,0.18221,3.886,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2a2VyNTVRRRAB,Vino y cata,1,0.002324,0.003326,0.084325,0.502562,0.407463,4.31,Bodegas Manuel Aragón,4.0
ChdDSUhNMG9nS0VJQ0FnSUM2aDdtY3dBRRAB,Vino y cata,1,0.017824,0.02372,0.084,0.237881,0.636575,4.452,Bodegas Páez Morilla,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2aE1XTHVRRRAB,Instalaciones,1,0.002134,0.003591,0.058495,0.407666,0.528115,4.456,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2aE1XTHVRRRAB,Personal y trato,1,0.002134,0.003591,0.058495,0.407666,0.528115,4.456,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2aE1XTHVRRRAB,Visita y experiencia,1,0.002134,0.003591,0.058495,0.407666,0.528115,4.456,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2ak9tYjZRRRAB,Visita y experiencia,1,0.001416,0.001568,0.019042,0.287999,0.689974,4.664,Bodegas Luis Pérez,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b01IeGlBRRAB,Instalaciones,2,0.012202,0.095308,0.311718,0.236839,0.343933,3.805,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b01IeGlBRRAB,Personal y trato,1,0.001714,0.001569,0.019766,0.317909,0.659042,4.631,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b01IeGlBRRAB,Vino y cata,1,0.005382,0.013594,0.274304,0.524183,0.182537,3.865,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b01IeGlBRRAB,Visita y experiencia,1,0.001714,0.001569,0.019766,0.317909,0.659042,4.631,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b2V2b3N3RRAB,Instalaciones,1,0.00363,0.003159,0.028412,0.252417,0.712383,4.667,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b2V2b3N3RRAB,Personal y trato,1,0.00363,0.003159,0.028412,0.252417,0.712383,4.667,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2b2V2b3N3RRAB,Visita y experiencia,1,0.00363,0.003159,0.028412,0.252417,0.712383,4.667,Bodegas Hidalgo – La Gitana,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2bXJlanJnRRAB,Personal y trato,1,0.077405,0.044049,0.11604,0.209346,0.553161,4.117,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2bXJlanJnRRAB,Visita y experiencia,2,0.002158,0.00205,0.023211,0.204313,0.768267,4.734,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2bjlMMWtRRRAB,Instalaciones,1,0.001611,0.001309,0.012003,0.259216,0.725862,4.706,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2bjlMMWtRRRAB,Visita y experiencia,1,0.001611,0.001309,0.012003,0.259216,0.725862,4.706,Bodegas Delgado Zuleta,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2c0xMa193RRAB,Instalaciones,1,0.003694,0.003406,0.026965,0.289449,0.676487,4.632,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2c0xMa193RRAB,Personal y trato,1,0.005462,0.009774,0.080824,0.385934,0.518006,4.401,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2c0xMa193RRAB,Visita y experiencia,1,0.005462,0.009774,0.080824,0.385934,0.518006,4.401,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2cUx5UGlnRRAB,Entorno y viñedo,1,0.002836,0.003071,0.019987,0.196261,0.777846,4.743,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2cUx5UGlnRRAB,Instalaciones,1,0.01281,0.011195,0.025027,0.132386,0.818582,4.733,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2cUx5UGlnRRAB,Vino y cata,1,0.01281,0.011195,0.025027,0.132386,0.818582,4.733,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2cnJ5LTFnRRAB,Organización y reserva,1,0.011728,0.01893,0.111044,0.359253,0.499044,4.315,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2cnJ5LTFnRRAB,Vino y cata,1,0.00207,0.001579,0.008999,0.091312,0.896039,4.878,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2cnJ5LTFnRRAB,Visita y experiencia,3,0.095289,0.104854,0.124776,0.184508,0.490574,3.87,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d09pcThRRRAB,Instalaciones,1,0.004745,0.005693,0.021224,0.188099,0.780239,4.733,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d09pcThRRRAB,Personal y trato,1,0.003005,0.003187,0.021028,0.206018,0.766762,4.73,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d09pcThRRRAB,Vino y cata,1,0.003005,0.003187,0.021028,0.206018,0.766762,4.73,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d09pcThRRRAB,Visita y experiencia,2,0.003133,0.003411,0.01277,0.125083,0.855603,4.827,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d3VEdjJnRRAB,Personal y trato,1,0.010577,0.021758,0.108276,0.414075,0.445314,4.262,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d3VEdjJnRRAB,Precio y valor,1,0.000924,0.000782,0.009595,0.194585,0.794114,4.78,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2d3VEdjJnRRAB,Visita y experiencia,1,0.000924,0.000782,0.009595,0.194585,0.794114,4.78,Bodegas Barbadillo,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dDVyV3lRRRAB,Personal y trato,1,0.003414,0.003435,0.045845,0.378861,0.568445,4.505,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dDVyV3lRRRAB,Visita y experiencia,1,0.003414,0.003435,0.045845,0.378861,0.568445,4.505,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dU5UMTlRRRAB,Personal y trato,1,0.002815,0.002118,0.011095,0.165013,0.81896,4.795,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dU5UMTlRRRAB,Precio y valor,1,0.002815,0.002118,0.011095,0.165013,0.81896,4.795,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dU5UMTlRRRAB,Vino y cata,1,0.002815,0.002118,0.011095,0.165013,0.81896,4.795,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dU5UMTlRRRAB,Visita y experiencia,1,0.002815,0.002118,0.011095,0.165013,0.81896,4.795,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2dkszVXFnRRAB,Instalaciones,1,0.007292,0.005892,0.031002,0.151234,0.80458,4.74,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eUxuUDBnRRAB,Instalaciones,2,0.002382,0.00253,0.018283,0.179923,0.796882,4.766,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eUxuUDBnRRAB,Precio y valor,1,0.007871,0.005596,0.036435,0.172245,0.777854,4.707,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eUxuUDBnRRAB,Vino y cata,1,0.003082,0.003336,0.027077,0.240732,0.725773,4.683,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eUxuUDBnRRAB,Visita y experiencia,1,0.003082,0.003336,0.027077,0.240732,0.725773,4.683,"Bodega, Viña Y Casa Rural Santa Petronila",5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eXBLSjZRRRAB,Instalaciones,1,0.002478,0.003146,0.051007,0.439477,0.503893,4.439,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eXBLSjZRRRAB,Vino y cata,1,0.002478,0.003146,0.051007,0.439477,0.503893,4.439,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM2eXBLSjZRRRAB,Visita y experiencia,2,0.015107,0.013191,0.072699,0.380304,0.518699,4.374,Bodegas González Byass – Tío Pepe,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3LUlmV21RRRAB,Instalaciones,2,0.005229,0.015513,0.173593,0.476121,0.329545,4.109,Bodegas Osborne,4.0
ChdDSUhNMG9nS0VJQ0FnSUM3LUlmV21RRRAB,Vino y cata,1,0.004637,0.003698,0.018894,0.154372,0.818399,4.778,Bodegas Osborne,4.0
ChdDSUhNMG9nS0VJQ0FnSUM3LUlmV21RRRAB,Visita y experiencia,1,0.00637,0.02663,0.299183,0.523315,0.144502,3.773,Bodegas Osborne,4.0
ChdDSUhNMG9nS0VJQ0FnSUM3M04zbDN3RRAB,Instalaciones,2,0.003115,0.003114,0.030996,0.266829,0.695947,4.649,Bodegas Manuel Aragón,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M04zbDN3RRAB,Personal y trato,1,0.001949,0.002297,0.042545,0.355503,0.597705,4.545,Bodegas Manuel Aragón,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M04zbDN3RRAB,Visita y experiencia,3,0.002726,0.002841,0.034846,0.296387,0.6632,4.614,Bodegas Manuel Aragón,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M09MNjRBRRAB,Entorno y viñedo,1,0.002921,0.005018,0.068298,0.443034,0.480728,4.394,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M09MNjRBRRAB,Instalaciones,1,0.002921,0.005018,0.068298,0.443034,0.480728,4.394,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M09MNjRBRRAB,Vino y cata,2,0.032956,0.113316,0.273245,0.322396,0.258087,3.659,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M09MNjRBRRAB,Visita y experiencia,1,0.062992,0.221614,0.478191,0.201757,0.035446,2.925,Bodegas Osborne,5.0
ChdDSUhNMG9nS0VJQ0FnSUM3M1ptcXFBRRAB,Instalaciones,1,0.381042,0.272147,0.154409,0.109475,0.082926,2.241,Bodegas Osborne,1.0
ChdDSUhNMG9nS0VJQ0FnSUM3M1ptcXFBRRAB,Personal y trato,1,0.426169,0.207681,0.169811,0.092793,0.103546,2.24,Bodegas Osborne,1.0
ChdDSUhNMG9nS0VJQ0FnSUM3M1ptcXFBRRAB,Vino y cata,2,0.403605,0.239914,0.16211,0.101134,0.093236,2.24,Bodegas Osborne,1.0
ChdDSUhNMG9nS0VJQ0FnSUM3M1ptcXFBRRAB,Visita y experiencia,2,0.403605,0.239914,0.16211,0.101134,0.093236,2.24,Bodegas Osborne,1.0
ChdDSUhNMG9nS0VJQ0FnSUM3M2ZYMW5RRRAB,Vino y cata,1,0.016748,0.089005,0.502234,0.332487,0.059525,3.329,Bodegas Gutiérrez Colosía,3.0
